Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Open Time Clip,Charge Time Clip,Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Measured AFR #1,Measured AFR #2,Target AFR,Measured #1-Target (AFR),Measured #2-Target (AFR),Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),Fuel Status,Ignition Status,
32.010,5000,129.4,183.4,8.4,8.88,13.20,2.49,10.4,530.0,1,0,0,0,0,1,0,0,34.17,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.22,14.55,14.17,-0.96,0.38,34816,100.0,100.0,100.0,0,0,
32.020,5008,129.4,183.4,8.4,8.84,13.20,2.52,10.5,530.0,1,0,0,0,0,1,0,0,32.92,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.48,14.19,-0.96,0.29,34816,100.0,100.0,100.0,0,0,
32.027,5004,129.4,183.4,8.4,8.97,13.20,2.57,10.7,530.0,1,0,0,0,0,1,0,0,32.52,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.57,14.16,-0.93,0.41,34816,100.0,100.0,100.0,0,0,
32.042,4998,129.4,183.4,8.4,8.88,13.20,2.46,10.3,530.0,1,0,0,0,0,1,0,0,33.90,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.24,14.70,14.17,-0.93,0.53,34816,100.0,100.0,100.0,0,0,
32.052,5005,129.4,183.4,8.4,8.80,13.20,2.52,10.5,530.0,1,0,0,0,0,1,0,0,32.40,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.27,14.74,14.19,-0.91,0.56,34816,100.0,100.0,100.0,0,0,
32.060,5005,129.4,183.4,8.4,8.86,13.20,2.52,10.5,530.0,1,0,0,0,0,1,0,0,33.20,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,14.89,14.19,-0.90,0.71,34816,100.0,100.0,100.0,0,0,
32.070,5031,129.4,183.4,8.5,8.82,13.20,2.55,10.6,530.0,1,0,0,0,0,1,0,0,32.95,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.01,14.17,-0.87,0.84,34816,100.0,100.0,100.0,0,0,
32.077,5028,129.4,183.4,8.4,8.71,13.20,2.63,11.0,530.0,1,0,0,0,0,1,0,0,33.34,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.35,15.08,14.08,-0.74,1.00,34816,100.0,100.0,100.0,0,0,
32.087,5024,129.4,183.4,8.5,8.82,13.20,2.73,11.4,530.0,1,0,0,0,0,1,0,0,32.65,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.38,15.17,14.10,-0.72,1.07,34816,100.0,100.0,100.0,0,0,
32.102,5029,129.4,183.4,8.4,8.76,13.20,2.61,10.9,530.0,1,0,0,0,0,1,0,0,32.47,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.19,14.10,-0.69,1.09,34816,100.0,100.0,100.0,0,0,
32.110,5042,129.4,183.4,8.4,8.72,13.20,2.68,11.2,530.0,1,0,0,0,0,1,0,0,34.05,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.16,14.08,-0.68,1.07,34816,100.0,100.0,100.0,0,0,
32.120,5042,129.4,183.4,8.5,8.78,13.20,2.68,11.2,530.0,1,0,0,0,0,1,0,0,32.05,37.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.14,14.08,-0.68,1.06,34816,100.0,100.0,100.0,0,0,
32.130,5043,129.4,183.4,8.5,8.79,13.20,2.69,11.3,530.0,1,0,0,0,0,1,0,0,34.25,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.16,14.05,-0.66,1.10,34816,100.0,100.0,100.0,0,0,
32.142,5027,129.4,183.4,8.5,8.72,13.20,2.68,11.3,530.0,1,0,0,0,0,1,0,0,33.57,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.35,15.17,14.04,-0.69,1.13,34816,100.0,100.0,100.0,0,0,
32.147,5016,129.4,183.4,8.4,8.85,13.20,2.71,11.4,530.0,1,0,0,0,0,1,0,0,31.80,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.32,14.94,14.10,-0.78,0.84,34816,100.0,100.0,100.0,0,0,
32.158,5026,129.4,183.4,8.4,8.83,13.20,2.57,10.7,530.0,1,0,0,0,0,1,0,0,34.13,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,14.82,14.13,-0.84,0.69,34816,100.0,100.0,100.0,0,0,
32.172,5033,129.4,183.4,8.5,8.72,13.20,2.61,10.9,530.0,1,0,0,0,0,1,0,0,32.84,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.26,14.77,14.10,-0.84,0.68,34816,100.0,100.0,100.0,0,0,
32.182,5027,129.4,183.4,8.4,8.84,13.20,2.73,11.5,530.0,1,0,0,0,0,1,0,0,33.40,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.24,14.76,14.08,-0.84,0.68,34816,100.0,100.0,100.0,0,0,
32.190,5027,129.4,183.4,8.4,8.85,13.20,2.73,11.5,530.0,1,0,0,0,0,1,0,0,32.97,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.80,14.08,-0.85,0.72,34816,100.0,100.0,100.0,0,0,
32.197,5010,129.4,183.4,8.5,8.75,13.20,2.59,10.8,530.0,1,0,0,0,0,1,0,0,33.07,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.89,14.10,-0.87,0.79,34816,100.0,100.0,100.0,0,0,
32.207,5008,129.4,183.4,8.4,8.87,13.20,2.65,11.1,530.0,1,0,0,0,0,1,0,0,32.57,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.26,14.99,14.14,-0.88,0.85,34816,100.0,100.0,100.0,0,0,
32.217,5028,129.4,183.4,8.4,8.88,13.20,2.54,10.6,530.0,1,0,0,0,0,1,0,0,32.07,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,15.13,14.16,-0.87,0.97,34816,100.0,100.0,100.0,0,0,
32.230,5018,129.4,183.4,8.4,8.82,13.20,2.56,10.7,530.0,1,0,0,0,0,1,0,0,34.20,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.24,14.10,-0.79,1.15,34816,100.0,100.0,100.0,0,0,
32.242,4997,129.4,183.4,8.4,8.94,13.20,2.60,10.9,530.0,1,0,0,0,0,1,0,0,32.25,37.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.33,15.32,14.13,-0.79,1.19,34816,100.0,100.0,100.0,0,0,
32.250,4997,129.4,183.4,8.4,8.97,13.20,2.60,10.9,530.0,1,0,0,0,0,1,0,0,32.47,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,15.38,14.13,-0.76,1.25,34816,100.0,100.0,100.0,0,0,
32.260,5011,129.4,183.4,8.4,8.78,13.20,2.45,10.2,530.0,1,0,0,0,0,1,0,0,33.88,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.38,15.38,14.19,-0.81,1.19,34816,100.0,100.0,100.0,0,0,
32.270,5016,129.4,183.4,8.4,8.92,13.20,2.62,10.9,530.0,1,0,0,0,0,1,0,0,32.77,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.35,15.32,14.14,-0.79,1.18,34816,100.0,100.0,100.0,0,0,
32.278,5003,129.4,183.4,8.4,8.84,13.20,2.51,10.5,530.0,1,0,0,0,0,1,0,0,33.15,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.14,14.13,-0.74,1.01,34816,100.0,100.0,100.0,0,0,
32.292,5003,129.4,183.4,8.5,8.79,13.20,2.56,10.7,530.0,1,0,0,0,0,1,0,0,32.80,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.38,15.04,14.17,-0.79,0.87,34816,100.0,100.0,100.0,0,0,
32.302,5013,129.4,183.4,8.4,8.76,13.20,2.60,10.8,530.0,1,0,0,0,0,1,0,0,34.05,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.32,14.99,14.17,-0.85,0.82,34816,100.0,100.0,100.0,0,0,
32.310,5013,129.4,183.4,8.4,8.77,13.20,2.60,10.8,530.0,1,0,0,0,0,1,0,0,33.27,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,14.95,14.17,-0.81,0.78,34816,100.0,100.0,100.0,0,0,
32.320,5021,129.4,183.4,8.5,8.66,13.20,2.64,11.0,530.0,1,0,0,0,0,1,0,0,33.42,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.32,14.96,14.14,-0.82,0.82,34816,100.0,100.0,100.0,0,0,
32.330,5031,129.4,183.4,8.5,8.80,13.20,2.75,11.5,530.0,1,0,0,0,0,1,0,0,32.90,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,15.14,14.11,-0.82,1.03,34816,100.0,100.0,100.0,0,0,
32.340,5037,129.4,183.4,8.4,8.75,13.20,2.65,11.1,530.0,1,0,0,0,0,1,0,0,31.67,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.16,14.08,-0.78,1.07,34816,100.0,100.0,100.0,0,0,
32.350,5019,129.4,183.4,8.4,8.75,13.20,2.71,11.4,530.0,1,0,0,0,0,1,0,0,34.63,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.27,14.99,14.07,-0.79,0.93,34816,100.0,100.0,100.0,0,0,
32.362,4973,129.4,183.4,8.4,8.78,13.20,2.67,11.2,530.0,1,0,0,0,0,1,0,0,31.97,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.27,14.95,14.13,-0.85,0.82,34816,100.0,100.0,100.0,0,0,
32.370,4973,129.4,183.4,8.4,8.93,13.20,2.67,11.2,530.0,1,0,0,0,0,1,0,0,32.13,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.85,14.13,-0.90,0.72,34816,100.0,100.0,100.0,0,0,
32.380,4964,129.4,183.4,8.4,8.82,13.20,2.45,10.2,530.0,1,0,0,0,0,1,0,0,33.63,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.27,14.77,14.26,-0.98,0.51,34816,100.0,100.0,100.0,0,0,
32.390,4983,129.4,183.4,8.5,8.92,13.20,2.50,10.3,530.0,1,0,0,0,0,1,0,0,31.80,37.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.26,14.71,14.29,-1.03,0.43,34816,100.0,100.0,100.0,0,0,
32.400,4986,129.4,183.4,8.5,8.87,13.20,2.47,10.3,530.0,1,0,0,0,0,1,0,0,33.55,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.23,14.69,14.23,-1.00,0.46,34816,100.0,100.0,100.0,0,0,
32.410,4976,129.4,183.4,8.4,8.83,13.20,2.51,10.4,530.0,1,0,0,0,0,1,0,0,32.52,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.26,14.69,14.23,-0.97,0.46,34816,100.0,100.0,100.0,0,0,
32.420,4976,129.4,183.4,8.5,8.81,13.20,2.51,10.4,530.0,1,0,0,0,0,1,0,0,32.50,37.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.24,14.77,14.23,-0.98,0.54,34816,100.0,100.0,100.0,0,0,
32.430,4986,129.4,183.4,8.5,8.78,13.20,2.53,10.5,530.0,1,0,0,0,0,1,0,0,33.42,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.27,14.91,14.26,-0.98,0.65,34816,100.0,100.0,100.0,0,0,
32.440,5020,129.4,183.4,8.4,8.66,13.20,2.57,10.7,530.0,1,0,0,0,0,1,0,0,33.09,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,14.96,14.23,-0.93,0.74,34816,100.0,100.0,100.0,0,0,
32.450,5031,129.4,183.4,8.5,8.81,13.20,2.75,11.5,530.0,1,0,0,0,0,1,0,0,33.57,37.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.33,15.02,14.11,-0.78,0.91,34816,100.0,100.0,100.0,0,0,
32.460,5022,129.4,183.4,8.5,8.75,13.20,2.64,11.1,530.0,1,0,0,0,0,1,0,0,31.88,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.38,15.16,14.08,-0.71,1.07,34816,100.0,100.0,100.0,0,0,
32.470,5029,129.4,183.4,8.4,8.75,13.20,2.67,11.2,530.0,1,0,0,0,0,1,0,0,33.22,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.21,14.11,-0.71,1.10,34816,100.0,100.0,100.0,0,0,
32.482,5038,129.4,183.4,8.4,8.77,13.20,2.69,11.3,530.0,1,0,0,0,0,1,0,0,32.90,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.20,14.08,-0.68,1.12,34816,100.0,100.0,100.0,0,0,
32.490,5038,129.4,183.4,8.4,8.86,13.20,2.69,11.3,530.0,1,0,0,0,0,1,0,0,32.70,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.42,15.33,14.08,-0.66,1.25,34816,100.0,100.0,100.0,0,0,
32.500,5040,129.4,183.4,8.5,8.78,13.20,2.60,10.9,530.0,1,0,0,0,0,1,0,0,33.67,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.32,14.05,-0.66,1.26,34816,100.0,100.0,100.0,0,0,
32.510,5017,129.4,183.4,8.4,8.83,13.20,2.68,11.3,530.0,1,0,0,0,0,1,0,0,32.82,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,15.17,14.05,-0.69,1.12,34816,100.0,100.0,100.0,0,0,
32.520,5030,129.4,183.4,8.5,8.88,13.20,2.59,10.8,530.0,1,0,0,0,0,1,0,0,32.95,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.35,15.23,14.13,-0.78,1.10,34816,100.0,100.0,100.0,0,0,
32.530,5035,129.4,183.4,8.5,8.90,13.20,2.57,10.8,530.0,1,0,0,0,0,1,0,0,33.13,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.32,15.24,14.08,-0.76,1.16,34816,100.0,100.0,100.0,0,0,
32.540,5031,129.4,183.4,8.4,8.88,13.20,2.55,10.7,530.0,1,0,0,0,0,1,0,0,33.05,37.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.21,14.07,-0.76,1.15,34816,100.0,100.0,100.0,0,0,
32.549,5031,129.4,183.4,8.4,8.95,13.20,2.55,10.7,530.0,1,0,0,0,0,1,0,0,33.22,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,15.24,14.07,-0.78,1.18,34816,100.0,100.0,100.0,0,0,
32.560,5024,129.4,183.4,8.4,8.89,13.20,2.50,10.5,530.0,1,0,0,0,0,1,0,0,32.65,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.26,15.27,14.08,-0.82,1.19,34816,100.0,100.0,100.0,0,0,
32.570,5023,129.4,183.4,8.4,8.82,13.20,2.55,10.7,530.0,1,0,0,0,0,1,0,0,33.55,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,15.30,14.10,-0.81,1.21,34816,100.0,100.0,100.0,0,0,
32.580,5016,129.4,183.4,8.5,8.94,13.20,2.61,10.9,530.0,1,0,0,0,0,1,0,0,31.88,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.36,14.11,-0.81,1.25,34816,100.0,100.0,100.0,0,0,
32.590,5032,129.4,183.4,8.4,8.83,13.20,2.49,10.4,530.0,1,0,0,0,0,1,0,0,33.55,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.29,15.54,14.13,-0.84,1.41,34816,100.0,100.0,100.0,0,0,
32.600,5035,129.4,183.4,8.4,8.75,13.20,2.62,11.0,530.0,1,0,0,0,0,1,0,0,33.22,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.30,15.61,14.08,-0.78,1.53,34816,100.0,100.0,100.0,0,0,
32.610,5035,129.4,183.4,8.4,8.84,13.20,2.62,11.0,530.0,1,0,0,0,0,1,0,0,32.72,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,15.58,14.08,-0.72,1.50,34816,100.0,100.0,100.0,0,0,
32.620,5020,129.4,183.4,8.5,8.82,13.20,2.61,11.0,530.0,1,0,0,0,0,1,0,0,33.70,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,15.71,14.07,-0.71,1.65,34816,100.0,100.0,100.0,0,0,
32.630,5012,129.4,183.4,8.5,8.72,13.20,2.61,10.9,530.0,1,0,0,0,0,1,0,0,32.50,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.77,14.11,-0.72,1.66,34816,100.0,100.0,100.0,0,0,
32.642,5030,129.4,183.4,8.4,8.85,13.20,2.68,11.2,530.0,1,0,0,0,0,1,0,0,32.97,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.64,14.14,-0.74,1.50,34816,100.0,100.0,100.0,0,0,
32.652,5045,129.4,183.4,8.5,8.82,13.20,2.60,10.9,530.0,1,0,0,0,0,1,0,0,33.27,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.64,14.08,-0.68,1.56,34816,100.0,100.0,100.0,0,0,
32.662,5038,129.4,183.4,8.4,8.68,13.20,2.65,11.1,530.0,1,0,0,0,0,1,0,0,33.45,37.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.38,15.60,14.04,-0.66,1.56,34816,100.0,100.0,100.0,0,0,
32.670,5038,129.4,183.4,8.4,8.81,13.20,2.65,11.1,530.0,1,0,0,0,0,1,0,0,33.20,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.44,14.04,-0.65,1.40,34816,100.0,100.0,100.0,0,0,
32.680,5016,129.4,183.4,8.5,8.82,13.20,2.65,11.1,530.0,1,0,0,0,0,1,0,0,32.09,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.35,14.05,-0.65,1.29,34816,100.0,100.0,100.0,0,0,
32.690,5014,129.4,183.4,8.5,8.70,13.20,2.60,10.9,530.0,1,0,0,0,0,1,0,0,33.77,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.41,14.13,-0.74,1.28,34816,100.0,100.0,100.0,0,0,
32.700,5035,129.4,183.4,8.4,8.78,13.20,2.70,11.3,530.0,1,0,0,0,0,1,0,0,32.20,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.44,15.45,14.14,-0.71,1.31,34816,100.0,100.0,100.0,0,0,
32.710,5032,129.4,183.4,8.4,8.81,13.20,2.67,11.2,530.0,1,0,0,0,0,1,0,0,33.45,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.44,15.42,14.07,-0.63,1.35,34816,100.0,100.0,100.0,0,0,
32.722,5003,129.4,183.4,8.4,8.71,13.20,2.64,11.1,530.0,1,0,0,0,0,1,0,0,34.02,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.41,15.46,14.08,-0.68,1.38,34816,100.0,100.0,100.0,0,0,
32.730,5003,129.4,183.4,8.4,8.89,13.20,2.64,11.1,530.0,1,0,0,0,0,1,0,0,32.42,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.42,15.51,14.08,-0.66,1.43,34816,100.0,100.0,100.0,0,0,
32.740,4990,129.4,183.4,8.4,8.93,13.20,2.52,10.5,530.0,1,0,0,0,0,1,0,0,34.30,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.39,15.44,14.17,-0.78,1.26,34816,100.0,100.0,100.0,0,0,
32.750,4993,129.4,183.4,8.4,8.82,13.20,2.47,10.3,530.0,1,0,0,0,0,1,0,0,33.07,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.36,15.52,14.21,-0.85,1.31,34816,100.0,100.0,100.0,0,0,
32.762,5003,129.4,183.4,8.4,8.89,13.20,2.56,10.7,530.0,1,0,0,0,0,1,0,0,32.55,37.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0.0,0.0,0.0,13.35,15.64,14.20,-0.85,1.44,34816,100.0,100.0,100.0,0,0,
