Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Open Time Clip,Charge Time Clip,Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Measured AFR #1,Measured AFR #2,Target AFR,Measured #1-Target (AFR),Measured #2-Target (AFR),Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),Fuel Status,Ignition Status,
96.793,9544,95.2,199.6,28.6,9.34,13.00,4.06,32.3,530.0,0,0,0,0,0,0,0,0,34.00,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.5,31.0,31.0,10.86,11.83,12.79,-1.93,-0.96,32770,100.0,100.0,99.6,0,0,
96.801,9523,95.2,199.6,24.1,9.05,13.00,3.88,30.9,530.0,0,0,0,0,0,0,0,0,37.57,38.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.8,31.7,31.7,10.83,11.85,12.79,-1.96,-0.94,32770,100.0,100.0,98.4,0,0,
96.811,9489,95.2,199.6,21.1,8.57,13.00,3.64,28.9,530.0,0,1,0,0,0,0,0,0,36.84,36.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.2,31.0,31.0,10.88,11.88,12.79,-1.91,-0.91,32770,100.0,100.0,96.7,0,0,
96.822,9404,95.2,199.6,20.1,8.10,13.00,3.18,25.0,530.0,1,0,0,0,0,0,0,0,36.00,37.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.8,31.2,31.2,10.86,11.82,12.79,-1.93,-0.97,32770,100.0,100.0,95.3,0,0,
96.833,9268,95.2,199.6,19.7,8.02,13.00,2.39,18.6,530.0,1,0,0,0,0,0,0,0,36.07,35.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,30.9,30.9,10.89,11.86,14.32,-3.43,-2.45,32768,100.0,100.0,86.6,0,0,
96.844,9221,95.2,199.6,19.7,7.99,13.10,2.24,17.2,530.0,0,1,0,0,0,0,0,0,39.47,36.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.8,30.8,30.8,10.83,11.82,14.63,-3.79,-2.81,32768,100.0,100.0,82.3,0,0,
96.851,9185,95.2,199.6,19.6,7.54,13.10,2.20,16.9,530.0,1,1,0,0,0,0,0,0,43.42,37.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.5,30.8,30.8,10.88,11.82,14.70,-3.82,-2.88,32768,100.0,100.0,81.7,0,0,
96.861,9185,95.2,199.6,19.5,7.58,13.10,1.97,15.1,530.0,0,0,0,0,0,0,0,0,45.47,37.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,29.9,29.9,10.89,11.85,14.70,-3.81,-2.85,32768,100.0,100.0,92.8,0,0,
96.872,9193,95.2,199.6,19.6,7.62,13.10,2.00,15.3,530.0,1,1,0,0,0,0,0,0,39.42,35.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.3,31.1,31.1,10.86,11.80,14.70,-3.84,-2.90,32768,100.0,100.0,91.8,0,0,
96.884,9189,95.2,199.6,19.6,7.29,13.10,2.03,15.6,530.0,1,1,0,0,0,0,0,0,40.25,36.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,29.9,29.9,11.03,11.80,14.70,-3.68,-2.90,32768,100.0,100.0,90.7,0,0,
96.889,9193,95.2,199.6,19.9,7.37,13.10,1.96,15.0,530.0,0,1,0,0,0,0,0,0,42.30,37.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,31.3,31.3,11.14,11.79,14.70,-3.56,-2.91,32768,100.0,100.0,92.7,0,0,
96.899,9183,95.2,199.6,20.5,7.37,13.10,1.96,15.0,530.0,1,0,0,0,0,0,0,0,38.55,35.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.0,31.4,31.4,11.23,11.77,14.70,-3.47,-2.93,32768,100.0,100.0,93.1,0,0,
96.911,9161,95.2,199.6,21.5,7.31,13.10,1.96,15.0,530.0,0,1,0,0,0,0,0,0,37.09,34.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.9,31.7,31.7,11.39,11.83,14.70,-3.31,-2.87,32768,100.0,100.0,93.1,0,0,
96.923,9144,95.2,199.6,22.8,7.26,13.10,1.97,15.0,530.0,1,1,0,0,0,0,0,0,37.32,36.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.4,31.6,31.6,11.39,11.85,14.70,-3.31,-2.85,32768,100.0,100.0,92.8,0,0,
96.933,9140,95.2,199.6,24.0,7.66,13.10,1.97,15.0,530.0,0,0,0,0,0,0,0,0,33.67,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,29.0,32.3,32.3,11.41,11.97,14.70,-3.29,-2.73,32768,100.0,100.0,92.5,0,0,
96.944,9127,95.2,199.6,24.8,7.62,13.10,2.05,15.6,530.0,1,1,0,0,0,0,0,0,29.15,35.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.8,31.1,31.1,11.48,12.13,14.70,-3.22,-2.57,32768,100.0,100.0,89.0,0,0,
96.951,9124,95.2,199.6,25.3,7.69,13.10,2.03,15.4,530.0,1,1,0,0,0,0,0,0,24.88,34.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,31.5,31.5,11.58,12.27,14.70,-3.12,-2.43,32768,100.0,100.0,90.0,0,0,
96.962,9107,95.2,199.6,25.6,7.89,13.10,2.06,15.6,530.0,1,1,0,0,0,0,0,0,23.20,35.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,29.5,31.2,31.2,11.76,12.52,14.70,-2.94,-2.18,32768,100.0,100.0,87.6,0,0,
96.973,9103,95.2,199.6,25.7,7.93,13.10,2.13,16.2,530.0,1,0,0,0,0,0,0,0,20.27,37.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,29.0,31.4,31.4,11.94,12.72,14.70,-2.76,-1.98,32768,100.0,100.0,81.1,0,0,
96.984,9078,95.2,199.6,25.8,8.08,13.10,2.13,16.1,530.0,0,1,0,0,0,0,0,0,17.65,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.7,31.1,31.1,12.22,13.07,14.70,-2.48,-1.63,32768,100.0,100.0,79.5,0,0,
96.991,9065,95.2,199.6,25.8,8.03,13.10,2.24,16.9,530.0,0,1,0,0,0,0,0,0,18.05,36.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,31.0,31.0,12.50,13.55,14.41,-1.91,-0.85,32768,100.0,100.0,78.7,0,0,
97.002,9076,95.2,199.6,25.9,8.27,13.10,2.17,16.4,530.0,1,1,0,0,0,0,0,0,18.22,35.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.1,32.3,32.3,12.74,14.04,14.60,-1.85,-0.56,32768,100.0,100.0,77.0,0,0,
97.012,9085,95.2,199.6,25.9,8.23,13.10,2.50,18.9,530.0,0,0,0,0,0,0,0,0,18.42,36.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.8,31.3,31.3,13.05,14.45,13.67,-0.62,0.78,32768,100.0,100.0,84.0,0,0,
97.023,9092,95.2,199.6,25.9,8.25,13.10,2.45,18.6,530.0,1,1,0,0,0,0,0,0,19.42,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.2,31.4,31.4,13.26,14.88,13.83,-0.57,1.04,32768,100.0,100.0,83.1,0,0,
97.034,9135,95.2,199.6,25.9,8.32,13.10,2.49,18.9,530.0,0,1,0,0,0,0,0,0,22.27,38.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.0,31.8,31.8,13.51,15.58,13.74,-0.24,1.84,32768,100.0,100.0,84.2,0,0,
97.042,9166,95.2,199.6,26.0,8.30,13.10,2.60,19.8,530.0,0,1,0,0,0,0,0,0,21.65,36.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.9,31.8,31.8,13.88,16.26,13.48,0.40,2.78,32768,100.0,100.0,86.6,0,0,
97.052,9196,95.2,199.6,26.0,8.49,13.10,2.60,19.9,530.0,1,0,0,0,0,0,0,0,25.45,36.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.4,31.0,31.0,14.17,16.86,13.55,0.62,3.31,32768,100.0,100.0,86.8,0,0,
97.063,9244,95.2,199.6,26.0,8.27,13.10,2.93,22.5,530.0,0,1,0,0,0,0,0,0,27.92,37.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.1,30.8,30.8,14.45,17.63,12.83,1.62,4.79,32768,100.0,100.0,92.2,0,0,
97.074,9264,95.2,199.6,26.1,8.29,13.10,2.61,20.1,530.0,1,1,0,0,0,0,0,0,26.38,38.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,30.4,30.4,14.67,18.11,13.67,1.00,4.44,32768,100.0,100.0,88.0,0,0,
97.082,9261,95.2,199.6,26.0,8.34,13.10,2.65,20.5,530.0,1,1,0,0,0,0,0,0,24.17,35.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.0,30.9,30.9,14.94,18.35,13.60,1.34,4.75,32768,100.0,100.0,88.7,0,0,
97.092,9261,95.2,199.6,26.1,8.40,13.10,2.72,21.0,530.0,1,1,0,0,0,0,0,0,24.80,36.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,28.6,30.6,30.6,15.20,18.76,13.41,1.79,5.35,32768,100.0,100.0,89.6,0,0,
97.103,9236,95.2,199.6,26.0,8.27,13.10,2.81,21.7,530.0,1,1,0,0,0,0,0,0,28.22,38.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.8,30.3,30.3,15.39,18.90,13.17,2.22,5.73,32768,100.0,100.0,90.7,0,0,
97.114,9232,95.2,199.6,26.1,8.27,13.10,2.59,19.9,530.0,0,0,0,0,0,0,0,0,28.75,36.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.5,31.5,31.5,15.64,18.70,13.67,1.97,5.03,32768,100.0,100.0,87.5,0,0,
97.121,9234,95.2,199.6,26.1,8.35,13.10,2.59,19.9,530.0,1,0,0,0,0,0,0,0,30.42,35.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.8,30.8,30.8,15.95,18.65,13.67,2.28,4.98,32768,100.0,100.0,87.5,0,0,
97.131,9238,95.2,199.6,26.1,8.14,13.10,2.72,20.9,530.0,0,1,0,0,0,0,0,0,31.13,38.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.5,30.9,30.9,15.88,18.51,13.36,2.51,5.15,32768,100.0,100.0,89.3,0,0,
97.142,9261,95.2,199.6,26.0,8.26,13.10,2.42,18.7,530.0,1,1,0,0,0,0,0,0,31.50,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,27.9,31.4,31.4,15.58,18.05,14.17,1.41,3.88,32768,100.0,100.0,85.5,0,0,
